id;ident;iata;name;latitude_deg;longitude_deg
6306;YMYB;MBH;Maryborough Airport;-25.5133;152.714996
6307;YNAR;NRA;Narrandera Airport;-34.70220184;146.5119934
6308;YNBR;NAA;Narrabri Airport;-30.31920052;149.8269959
6309;YNTN;NTN;Normanton Airport;-17.68409;141.069664
6310;YNWN;ZNE;Newman Airport;-23.4178009;119.8030014
6311;YOLD;OLP;Olympic Dam Airport;-30.48500061;136.8769989
6312;YPAG;PUG;Port Augusta Airport;-32.50690079;137.7169952
6313;YPAM;PMK;Palm Island Airport;-18.75530052;146.5809937
6314;YPBO;PBO;Paraburdoo Airport;-23.17110062;117.7450027
6315;YPCC;CCK;Cocos (Keeling) Islands Airport;-12.18830013;96.83390045
6316;YPGV;GOV;Gove Airport;-12.26939964;136.8179932
6317;YPKS;PKE;Parkes Airport;-33.13140106;148.2389984
6318;YPLC;PLO;Port Lincoln Airport;-34.6053009;135.8800049
6319;YPMP;EDR;Pormpuraaw Airport;-14.896451;141.60908
6320;YPMQ;PQQ;Port Macquarie Airport;-31.43580055;152.8630066
6321;YPOD;PTJ;Portland Airport;-38.31809998;141.470993
6322;YQLP;ULP;Quilpie Airport;-26.61219978;144.253006
6323;YRNG;RAM;Ramingining Airport;-12.35639954;134.897995
6324;YROM;RMA;Roma Airport;-26.54500008;148.7749939
6325;YSGE;SGO;St George Airport;-28.04969978;148.5950012
6326;YSHK;MJK;Shark Bay Airport;-25.89389992;113.5770035
6327;YSII;SBR;Saibai Island Airport;-9.378330231;142.625
6328;YSRN;SRN;Strahan Airport;-42.15499878;145.2920074
6329;YTGM;XTG;Thargomindah Airport;-27.9864006;143.8110046
6330;YTNK;TCA;Tennant Creek Airport;-19.63439941;134.1829987
6331;YVRD;VCD;Victoria River Downs Airport;-16.4021244;131.0049744
6332;YWBS;SYU;Warraber Island Airport;-10.20829964;142.8249969
6333;YWDH;WNR;Windorah Airport;-25.41309929;142.6670074
6334;YWHA;WYA;Whyalla Airport;-33.05889893;137.5140076
6335;YWLU;WUN;Wiluna Airport;-26.62919998;120.2210007
6336;YWOL;WOL;Wollongong Airport;-34.56110001;150.7890015
6337;YWTN;WIN;Winton Airport;-22.36359978;143.0859985
6338;YWYY;BWT;Wynyard Airport;-40.99890137;145.7310028
6339;YYKI;OKR;Yorke Island Airport;-9.752801;143.405673
6340;YYMI;XMY;Yam Island Airport;-9.901109695;142.776001
6341;ZBNY;NAY;Beijing Nanyuan Airport;39.78279877;116.3880005
6342;ZBCF;CIF;Chifeng Airport;42.23500061;118.9079971
6343;ZBCZ;CIH;Changzhi Airport;36.247501;113.125999
6344;ZBDT;DAT;Datong Airport;40.060299;113.482002
6345;ZBHH;HET;Baita International Airport;40.851398;111.823997
6346;ZBOW;BAV;Baotou Airport;40.56000137;109.9970016
6347;ZBSJ;SJW;Shijiazhuang Daguocun International Airport;38.28070068;114.6969986
6348;ZBTL;TGO;Tongliao Airport;43.556702;122.199997
6349;ZBUL;HLH;Ulanhot Airport;46.195333;122.008333
6350;ZBXH;XIL;Xilinhot Airport;43.91559982;115.9639969
6351;ZGBH;BHY;Beihai Airport;21.5394;109.293999
6352;ZGCD;CGD;Changde Airport;28.91889954;111.6399994
6353;ZGDY;DYG;Dayong Airport;29.1028;110.443001
6354;ZGMX;MXZ;Meixian Airport;24.35000038;116.1330032
6355;ZGSD;ZUH;Zhuhai Jinwan Airport;22.006399;113.375999
6356;ZGZH;LZH;Liuzhou Bailian Airport;24.2075;109.390999
6357;ZGZJ;ZHA;Zhanjiang Airport;21.214399;110.358002
6358;ZHES;ENH;Enshi Airport;30.32029915;109.4850006
6359;ZHNY;NNY;Nanyang Jiangying Airport;32.980801;112.614998
6360;ZHXF;XFN;Xiangyang Liuji Airport;32.1506;112.291
6361;ZHYC;YIH;Yichang Sanxia Airport;30.55655;111.479988
6362;ZLAK;AKA;Ankang Wulipu Airport;32.708099;108.931
6363;ZLGM;GOQ;Golmud Airport;36.4006;94.786102
6364;ZLHZ;HZG;Hanzhong Chenggu Airport;33.134136;107.206014
6365;ZLQY;IQN;Qingyang Airport;35.799702;107.602997
6366;ZLXN;XNN;Xining Caojiabu Airport;36.5275;102.042999
6367;ZLYA;ENY;Yan'an Ershilipu Airport;36.636902;109.554001
6368;ZLYL;UYN;Yulin Yuyang Airport;38.35971;109.590927
6369;ZMAH;AVK;Arvaikheer Airport;46.25030136;102.802002
6370;ZMAT;LTI;Altai Airport;46.37639999;96.22109985
6371;ZMBH;BYN;Bayankhongor Airport;46.16329956;100.7040024
6372;ZMDZ;DLZ;Dalanzadgad Airport;43.59170151;104.4300003
6373;ZMKD;HVD;Khovd Airport;47.95410156;91.62819672
6374;ZMMN;MXV;Moron Airport;49.66329956;100.098999
6375;ZPDQ;DIG;Diqing Airport;27.7936;99.6772
6376;ZPLX;LUM;Mangshi Airport;24.4011;98.5317
6377;ZPSM;SYM;Pu'er Simao Airport;22.793301;100.959
6378;ZPZT;ZAT;Zhaotong Airport;27.32559967;103.7549973
6379;ZSGZ;KOW;Ganzhou Airport;25.853333;114.778889
6380;ZSJD;JDZ;Jingdezhen Airport;29.33860016;117.1760025
6381;ZSJJ;JIU;Jiujiang Lushan Airport;29.476944;115.801111
6382;ZSJU;JUZ;Quzhou Airport;28.965799;118.899002
6383;ZSLG;LYG;Lianyungang Airport;34.571667;118.873611
6384;ZSLQ;HYN;Huangyan Luqiao Airport;28.56220055;121.4290009
6385;ZSLY;LYI;Shubuling Airport;35.04610062;118.4120026
6386;ZSQZ;JJN;Quanzhou Jinjiang International Airport;24.7964;118.589996
6387;ZSTX;TXN;Tunxi International Airport;29.73329926;118.2559967
6388;ZSWF;WEF;Weifang Airport;36.646702;119.119003
6389;ZSWH;WEH;Weihai Airport;37.18709946;122.2289963
6390;ZSWX;WUX;Sunan Shuofang International Airport;31.49440002;120.4290009
6391;ZSWY;WUS;Nanping Wuyishan Airport;27.7019;118.000999
6392;ZSWZ;WNZ;Wenzhou Longwan International Airport;27.912201;120.851997
6393;ZSYN;YNZ;Yancheng Airport;33.425833;120.203056
6394;ZSYW;YIW;Yiwu Airport;29.34469986;120.0319977
6395;ZSZS;HSN;Zhoushan Airport;29.93420029;122.3619995
6396;ZUBD;BPX;Qamdo Bangda Airport;30.55360031;97.10829926
6397;ZUDX;DAX;Dachuan Airport;31.1302;107.4295
6398;ZUGU;GYS;Guangyuan Airport;32.39110184;105.7020035
6399;ZULZ;LZO;Luzhou Airport;28.85219955;105.3929977
6400;ZUMY;MIG;Mianyang Airport;31.42810059;104.7409973
6401;ZUNC;NAO;Nanchong Airport;30.79545;106.1626
6402;ZUNZ;LZY;Nyingchi Airport;29.30330086;94.33529663
6403;ZUWX;WXN;Wanxian Airport;30.8017;108.433
6404;ZWAK;AKU;Aksu Airport;41.262501;80.291702
6405;ZWCM;IQM;Qiemo Yudu Airport;38.233611;85.465556
6406;ZWKC;KCA;Kuqa Airport;41.677856;82.872917
6407;ZWKL;KRL;Korla Airport;41.69779968;86.12889862
6408;ZWKM;KRY;Karamay Airport;45.46655;84.9527
6409;ZWYN;YIN;Yining Airport;43.955799;81.330299
6410;ZYHE;HEK;Heihe Airport;50.17162094;127.3088837
6411;ZYJM;JMU;Jiamusi Airport;46.84339905;130.4649963
6412;ZYJZ;JNZ;Jinzhou Airport;41.10139847;121.0619965
6413;ZYQQ;NDG;Qiqihar Sanjiazi Airport;47.23960114;123.9179993
6414;ZYYJ;YNJ;Yanji Chaoyangchuan Airport;42.88280106;129.451004
6415;HI07;WKL;Waikoloa Heliport;19.9205;-155.8607
6419;YMNE;WME;Mount Keith Airport;-27.28639984;120.5550003
6420;SVRS;LRV;Los Roques Airport;11.94999981;-66.66999817
6421;EIIM;IOR;Inishmore Aerodrome;53.1067009;-9.653610229
6422;EICA;NNR;Connemara Regional Airport;53.2303009;-9.467780113
6423;EDCG;GTI;Rugen Airport;54.3833313;13.3255558
6424;USHB;EZV;Berezovo Airport;63.92100143;65.03050232
6426;KORH;ORH;Worcester Regional Airport;42.26729965;-71.8757019
6427;ZSAQ;AQG;Anqing Tianzhushan Airport;30.582199;117.050003
6429;ZBSH;SHP;Shanhaiguan Airport;39.968102;119.731003
6430;ZBYC;YCU;Yuncheng Guangong Airport;35.116391;111.0313889
6432;ZLJQ;JGN;Jiayuguan Airport;39.856899;98.3414
6433;ZYDD;DDG;Dandong Airport;40.0247;124.286003
6434;ZBDS;DSN;Ordos Ejin Horo Airport;39.49;109.8613889
6435;ZUZH;PZI;Bao'anying Airport;26.54;101.79852
6445;KPWT;PWT;Bremerton National Airport;47.49020004;-122.7649994
6446;KSPW;SPW;Spencer Municipal Airport;43.16550064;-95.20279694
6447;KJEF;JEF;Jefferson City Memorial Airport;38.59120178;-92.15609741
6454;EGPW;UNT;Unst Airport;60.74720001;-0.853850007
6456;KPVC;PVC;Provincetown Municipal Airport;42.07189941;-70.2213974
6460;TFFJ;SBH;Gustaf III Airport;17.90439987;-62.84360123
6464;UUBA;KMW;Kostroma Sokerkino Airport;57.7969017;41.01940155
6465;UGSS;SUI;Sukhumi Dranda Airport;42.85820007;41.12810135
6466;UUOT;TBW;Donskoye Airport;52.80609894;41.48279953
6467;EGEO;OBN;Oban Airport;56.46350098;-5.399670124
6477;SSER;ERM;Erechim Airport;-27.66189957;-52.2682991
6479;LFLJ;CVF;Courchevel Airport;45.39670181;6.634719849
6481;KFUL;FUL;Fullerton Municipal Airport;33.87200165;-117.9800034
6482;KJQF;USA;Concord-Padgett Regional Airport;35.387798;-80.709099
6485;UTSA;NVI;Navoi Airport;40.11719894;65.17079926
6492;DAAS;QSF;Ain Arnat Airport;36.17810059;5.32449007
6493;LFBH;LRH;La Rochelle-ile de Re Airport;46.17919922;-1.195279956
6494;KSUN;SUN;Friedman Memorial Airport;43.50439835;-114.2959976
6500;KMCW;MCW;Mason City Municipal Airport;43.15779877;-93.33129883
6505;KIWA;AZA;Phoenix-Mesa-Gateway Airport;33.30780029;-111.6549988
6506;SOOS;XAU;Saul Airport;3.61361;-53.204201
6712;PAKP;AKP;Anaktuvuk Pass Airport;68.13359833;-151.7429962
6713;PANV;ANV;Anvik Airport;62.646702;-160.190994
6714;PATQ;ATK;Atqasuk Edward Burnell Sr Memorial Airport;70.46730042;-157.4360046
6715;PAGM;GAM;Gambell Airport;63.76679993;-171.7330017
6716;PAHP;HPB;Hooper Bay Airport;61.52389908;-166.1470032
6717;PAKV;KAL;Kaltag Airport;64.31909943;-158.7409973
6718;PASM;KSM;St Mary's Airport;62.0605011;-163.302002
6719;PAVL;KVL;Kivalina Airport;67.73619843;-164.5630035
6720;PAMY;MYU;Mekoryuk Airport;60.37139893;-166.2709961
6722;PARY;RBY;Ruby Airport;64.72720337;-155.4700012
6723;PASH;SHH;Shishmaref Airport;66.249604;-166.089112
6724;PASA;SVA;Savoonga Airport;63.68640137;-170.4929962
6725;PAWN;WTK;Noatak Airport;67.56610107;-162.9750061
6726;RPVO;OMC;Ormoc Airport;11.05799961;124.5650024
6727;CYPX;YPX;Puvirnituq Airport;60.05059814;-77.28690338
6728;CYTQ;YTQ;Tasiujaq Airport;58.6678009;-69.95580292
6729;PARC;ARC;Arctic Village Airport;68.1147;-145.578995
6730;DNIM;QOW;Sam Mbakwe International Airport;5.427060127;7.206029892
6731;MRAN;FON;Arenal Airport;10.478;-84.634499
6732;MRTR;TMU;Tambor Airport;9.73852;-85.013802
6733;RPUY;CYZ;Cauayan Airport;16.92989922;121.7529984
6734;ULMK;KVK;Kirovsk-Apatity Airport;67.46330261;33.5882988
6735;SBGV;GVR;Coronel Altino Machado de Oliveira Airport;-18.89520073;-41.98220062
6736;PAPC;KPC;Port Clarence Coast Guard Station;65.25370026;-166.8589935
6737;ESUP;PJA;Pajala Airport;67.24559784;23.06889915
6738;CYBD;QBC;Bella Coola Airport;52.387501;-126.596001
6739;KHGR;HGR;Hagerstown Regional Richard A Henson Field;39.707901;-77.72949982
6740;SKAC;ACR;Araracuara Airport;-0.5833;-72.4083
6741;VEGK;GOP;Gorakhpur Airport;26.73970032;83.4496994
6742;PASD;SDP;Sand Point Airport;55.31499863;-160.522995
6743;ZWHM;HMI;Hami Airport;42.8414;93.669197
6744;ZGWZ;WUZ;Wuzhou Changzhoudao Airport;23.456699;111.248001
6745;RPVU;TBH;Tugdan Airport;12.31099987;122.0849991
6746;OITM;ACP;Sahand Airport;37.34799957;46.12789917
6747;OING;GBT;Gorgan Airport;36.90940094;54.40129852
6748;OICI;IIL;Ilam Airport;33.58660126;46.40480042
6749;OITP;PFQ;Parsabade Moghan Airport;39.60359955;47.88150024
6752;ZWTC;TCG;Tacheng Airport;46.67250061;83.34079742
6753;LTCR;MQM;Mardin Airport;37.22330093;40.63169861
6754;UTSN;AFS;Sugraly Airport;41.61389923;64.23320007
6755;PADE;DRG;Deering Airport;66.06960297;-162.7660065
6756;LELN;LEN;Leon Airport;42.5890007;-5.655560017
6757;LEBG;RGS;Burgos Airport;42.357601;-3.62076
6758;AGGS;EGM;Sege Airport;-8.578889847;157.8760071
6759;OIFS;CQD;Shahrekord Airport;32.29719925;50.84220123
6760;VIGG;DHM;Kangra Airport;32.1651001;76.26339722
6761;VAND;NDC;Nanded Airport;19.18330002;77.3167038
6762;VISM;SLV;Shimla Airport;31.0818;77.068001
6763;PAIG;IGG;Igiugig Airport;59.32400131;-155.9019928
6764;PANW;KNW;New Stuyahok Airport;59.44990158;-157.3280029
6765;PAVC;KVC;King Cove Airport;55.11629868;-162.2660065
6766;PAPH;PTH;Port Heiden Airport;56.95909882;-158.6329956
6767;PATG;TOG;Togiak Airport;59.05279922;-160.3970032
6768;HSGN;EGN;Geneina Airport;13.48169994;22.46719933
6769;WBGL;LKH;Long Akah Airport;3.299999952;114.7829971
6771;NVSW;WLH;Walaha Airport;-15.4119997;167.6909943
6772;ZYCY;CHG;Chaoyang Airport;41.538101;120.434998
6773;HKSB;UAS;Buffalo Spring;0.530583;37.534195
6774;MHBL;BHG;Brus Laguna Airport;15.7631;-84.543602
6775;CYVB;YVB;Bonaventure Airport;48.07109833;-65.46029663
6776;OPST;SKT;Sialkot Airport;32.53555679;74.3638916
6777;SULS;PDP;Capitan Corbeta CA Curbelo International Airport;-34.85509872;-55.09429932
6778;FYWB;WVB;Walvis Bay Airport;-22.9799;14.6453
6779;FYKM;MPA;Katima Mulilo Airport;-17.634399;24.176701
6780;LTBY;AOE;Anadolu Airport;39.809898;30.5194
6781;LTBH;CKZ;canakkale Airport;40.13769913;26.42679977
6782;LTCK;MSR;Mu Airport;38.74779892;41.66120148
6783;LTCM;NOP;Sinop Airport;42.01580048;35.06639862
6784;LTBU;TEQ;Tekirda corlu Airport;41.13819885;27.91909981
6785;LTBR;YEI;Bursa Yeniehir Airport;40.25519943;29.56259918
6786;TFFS;LSS;Terre-de-Haut Airport;15.86439991;-61.58060074
6787;VYKL;KMV;Kalay Airport;23.18880081;94.05110168
6788;TJCG;VQS;Vieques Airport;18.11580086;-65.42269897
6789;CYIF;YIF;St Augustin Airport;51.21170044;-58.65829849
6790;OIHH;HDM;Hamadan Airport;34.86920166;48.55250168
6791;RPUW;MRQ;Marinduque Airport;13.36100006;121.8259964
6792;YGFN;GFN;Grafton Airport;-29.75939941;153.0299988
6793;YORG;OAG;Orange Airport;-33.38169861;149.1329956
6794;YTRE;TRO;Taree Airport;-31.8885994;152.5140076
6795;ZMCD;COQ;Choibalsan Airport;48.13570023;114.6460037
6797;LOIH;HOH;Hohenems-Dornbirn Airport;47.38499832;9.699999809
6800;KESC;ESC;Delta County Airport;45.72269821;-87.09369659
6803;PAYA;YAK;Yakutat Airport;59.50329971;-139.6600037
6805;YGLB;GUL;Goulburn Airport;-34.81029892;149.7259979
6806;YCNK;CES;Cessnock Airport;-32.787498;151.341995
6807;YSCO;NSO;Scone Airport;-32.03720093;150.8320007
6808;YMDG;DGE;Mudgee Airport;-32.5625;149.6109924
6809;YMND;MTL;Maitland Airport;-32.701265;151.492912
6814;TJCP;CPX;Benjamin Rivera Noriega Airport;18.313289;-65.304324
6825;KMWA;MWA;Williamson County Regional Airport;37.75500107;-89.01110077
6829;KOKB;OCN;Oceanside Municipal Airport;33.21730042;-117.3539963
6832;ORKK;KIK;Kirkuk Air Base;35.4695015;44.34889984
6833;OTBH;XJD;Al Udeid Air Base;25.11730003;51.31499863
6834;NZGB;GBZ;Great Barrier Aerodrome;-36.24140167;175.4720001
6837;KIMT;IMT;Ford Airport;45.81840134;-88.11450195
6839;PFAL;AET;Allakaket Airport;66.55180359;-152.621994
6844;KMGC;MGC;Michigan City Municipal Airport;41.70330048;-86.82119751
6845;PAWD;SWD;Seward Airport;60.12689972;-149.4190063
6849;KCKC;GRM;Grand Marais Cook County Airport;47.8382988;-90.38289642
6853;KAUW;AUW;Wausau Downtown Airport;44.92620087;-89.62660217
6859;UTAM;MYP;Mary Airport;37.6194;61.896702
6867;BIRL;MVA;Reykjahlid Airport;65.65579987;-16.91810036
6868;LELL;QSA;Sabadell Airport;41.52090073;2.105079889
6870;YWHI;WSY;Whitsunday Island Airport;-20.27611;148.755
6871;KMIE;MIE;Delaware County Johnson Field;40.24229813;-85.39589691
6873;KLAF;LAF;Purdue University Airport;40.41230011;-86.93689728
6877;KVGT;VGT;North Las Vegas Airport;36.21070099;-115.1940002
6878;KENW;ENW;Kenosha Regional Airport;42.59569931;-87.92780304
6880;KMTJ;MTJ;Montrose Regional Airport;38.50979996;-107.8939972
6881;KRIW;RIW;Riverton Regional Airport;43.06420136;-108.4599991
6883;KPDT;PDT;Eastern Oregon Regional At Pendleton Airport;45.69509888;-118.8410034
6886;EGMK;LYM;Lympne Airport;51.08;1.013
6887;LGHL;PKH;Porto Cheli Airport;37.297501;23.1478
6897;YPTN;KTR;Tindal Airport;-14.52110004;132.378006
6899;YSNW;NOA;Nowra Airport;-34.94889832;150.5370026
6905;UKLC;UCK;Lutsk Airport;50.678404;25.487165
6906;UKRR;CEJ;Chernihiv Shestovitsa Airport;51.40219879;31.1583004
6908;UMBB;BQT;Brest Airport;52.108299;23.8981
6909;KOSH;OSH;Wittman Regional Airport;43.9844017;-88.55699921
6911;EDWG;AGE;Wangerooge Airport;53.78277969;7.913888931
6915;YBDG;BXG;Bendigo Airport;-36.73939896;144.3300018
6916;KEAT;EAT;Pangborn Memorial Airport;47.39889908;-120.2070007
6917;TJAB;ARE;Antonio Nery Juarbe Pol Airport;18.45000076;-66.6753006
6918;AGRC;RIN;Ringi Cove Airport;-8.126390457;157.1430054
6922;UIKK;KCK;Kirensk Airport;57.773;108.064
6924;UITT;UKX;Ust-Kut Airport;56.8567009;105.7300034
6926;NTAM;RMT;Rimatara Airport;-22.63725;-152.8059
6928;LSGL;QLS;Lausanne-Blecherette Airport;46.54529953;6.616670132
6930;LSZL;ZJI;Locarno Airport;46.16080093;8.878609657
6931;LSGN;QNC;Neuchatel Airport;46.95750046;6.864719868
6932;URRT;TGK;Taganrog Yuzhny Airport;47.1983333;38.8491667
6933;URKG;GDZ;Gelendzhik Airport;44.58209263;38.01248074
6934;UUBW;ZIA;Zhukovsky International Airport;55.553299;38.150002
6940;UUDL;IAR;Tunoshna Airport;57.56069946;40.15739822
6943;ZYMH;OHE;Gu-Lian Airport;52.91277778;122.43
6944;ZLJN;JNG;Jining Qufu Airport;35.292778;116.346667
6945;MRDK;DRK;Drake Bay Airport;8.71889019;-83.64170074
6946;ZWAT;AAT;Altay Air Base;47.74988556;88.0858078
6947;LQTZ;TZL;Tuzla International Airport;44.45869827;18.72480011
6948;KNFW;FWH;NAS Fort Worth JRB/Carswell Field;32.76919937;-97.4414978
6949;VYEL;NYT;Naypyidaw Airport;19.623501;96.200996
6952;VYBP;VBP;Bokpyinn Airport;11.1494;98.735901
6954;ZBMZ;NZH;Manzhouli Xijiao Airport;49.566667;117.33
6955;ZBUH;WUA;Wuhai Airport;39.7934;106.7993
6956;KGYY;GYY;Gary Chicago International Airport;41.61629868;-87.41280365
6957;KBRD;BRD;Brainerd Lakes Regional Airport;46.39830017;-94.13809967
6958;KLWB;LWB;Greenbrier Valley Airport;37.85829926;-80.39949799
6959;KPGV;PGV;Pitt Greenville Airport;35.6352005;-77.38529968
6960;PACK;CYF;Chefornak Airport;60.14920044;-164.2859955
6961;KOXR;OXR;Oxnard Airport;34.20080185;-119.2070007
6962;KBBG;BKG;Branson Airport;36.532082;-93.200544
6963;ZUTR;TEN;Tongren Fenghuang Airport;27.883333;109.308889
6964;ZSJA;JGS;Jinggangshan Airport;26.85689926;114.7369995
6967;NTKN;NIU;Naiu Airport;-16.1191;-146.3683
6968;KSCH;SCH;Schenectady County Airport;42.85250092;-73.92890167
6969;UWKE;NBC;Begishevo Airport;55.56470108;52.09249878
6972;DNSU;QRW;Warri Airport;5.59611;5.81778
6974;RPNS;IAO;Siargao Airport;9.8591;126.014
6975;EDWL;LGO;Langeoog Airport;53.74250031;7.497777939
6985;FANS;NLP;Nelspruit Airport;-25.5;30.91379929
6986;UKKE;CKC;Cherkasy International Airport;49.41559982;31.99530029
6989;KSGJ;UST;Northeast Florida Regional Airport;29.9592;-81.339798
6990;UKON;NLV;Mykolaiv International Airport;47.05789948;31.9197998
6991;VNRC;RHP;Ramechhap Airport;27.3939991;86.06140137
6992;KSTS;STS;Charles M. Schulz Sonoma County Airport;38.50899887;-122.8130035
6993;KISM;ISM;Kissimmee Gateway Airport;28.28980064;-81.43710327
6994;KLCQ;LCQ;Lake City Gateway Airport;30.18199921;-82.57689667
6998;KLGU;LGU;Logan-Cache Airport;41.79119873;-111.8519974
6999;KBMC;BMC;Brigham City Regional Airport;41.552399;-112.061996
7001;KASE;ASE;Aspen-Pitkin Co/Sardy Field;39.22320175;-106.8690033
7003;UWLL;ULV;Ulyanovsk Baratayevka Airport;54.2682991;48.22669983
7009;KERV;ERV;Kerrville Municipal Louis Schreiner Field;29.97669983;-99.08570099
7011;KGED;GED;Sussex County Airport;38.68920135;-75.35890198
7012;CZSW;ZSW;Prince Rupert/Seal Cove Seaplane Base;54.33330154;-130.2830048
7013;KGBD;GBD;Great Bend Municipal Airport;38.34429932;-98.85919952
7014;KHYS;HYS;Hays Regional Airport;38.84220123;-99.27320099
7015;KSUS;SUS;Spirit of St Louis Airport;38.66210175;-90.65200043
7016;KELO;LYU;Ely Municipal Airport;47.82450104;-91.83070374
7017;KGPZ;GPZ;Grand Rapids Itasca Co-Gordon Newstrom field;47.21110153;-93.50980377
7018;KTVF;TVF;Thief River Falls Regional Airport;48.06570053;-96.18499756
7019;KEGV;EGV;Eagle River Union Airport;45.93230057;-89.26830292
7020;KARV;ARV;Lakeland-Noble F. Lee Memorial field;45.92789841;-89.73090363
7022;CYBV;YBV;Berens River Airport;52.358898;-97.018303
7025;KAVX;AVX;Catalina Airport;33.4049;-118.416
7026;KMHV;MHV;Mojave Airport;35.05939865;-118.1520004
7027;LSMI;ZIN;Interlaken Air Base;46.6766014;7.8790798
7030;EIIR;INQ;Inisheer Aerodrome;53.06470108;-9.510899544
7033;UNSS;SWT;Strezhevoy Airport;60.70940018;77.66000366
7035;KHUT;HUT;Hutchinson Municipal Airport;38.06549835;-97.86060333
7036;OAIX;OAI;Bagram Air Base;34.94609833;69.26499939
7037;OEPS;AKH;Prince Sultan Air Base;24.06270027;47.58050156
7042;KSTJ;STJ;Rosecrans Memorial Airport;39.77190018;-94.90969849
7048;KVOK;VOK;Volk Field;43.93899918;-90.25340271
7051;KGUC;GUC;Gunnison Crested Butte Regional Airport;38.53390121;-106.9329987
7052;ZLSN;SIA;Xi'an Xiguan Airport;34.376701;109.120003
7053;KTOA;TOA;Zamperini Field;33.80339813;-118.3399963
7054;KMBL;MBL;Manistee Co Blacker Airport;44.2723999;-86.24690247
7056;KPGD;PGD;Charlotte County Airport;26.92020035;-81.9905014
7058;KFVE;WFK;Northern Aroostook Regional Airport;47.28549957;-68.31279755
7059;KJHW;JHW;Chautauqua County-Jamestown Airport;42.15340042;-79.25800323
7060;CYFJ;YTM;La Macaza / Mont-Tremblant International Inc Airport;46.40940094;-74.77999878
7061;KSME;SME;Lake Cumberland Regional Airport;37.05339813;-84.61589813
7062;KSHD;SHD;Shenandoah Valley Regional Airport;38.26380157;-78.89640045
7063;KDVL;DVL;Devils Lake Regional Airport;48.11420059;-98.90879822
7064;KDIK;DIK;Dickinson Theodore Roosevelt Regional Airport;46.79740143;-102.802002
7065;KSDY;SDY;Sidney - Richland Regional Airport;47.706902;-104.193001
7066;KCDR;CDR;Chadron Municipal Airport;42.83760071;-103.0950012
7067;KAIA;AIA;Alliance Municipal Airport;42.05319977;-102.8040009
7068;KMCK;MCK;Mc Cook Ben Nelson Regional Airport;40.20629883;-100.5920029
7069;KMTH;MTH;The Florida Keys Marathon Airport;24.726101;-81.051399
7070;KGDV;GDV;Dawson Community Airport;47.13869858;-104.8069992
7071;KOLF;OLF;L M Clayton Airport;48.0945015;-105.5749969
7072;KWYS;WYS;Yellowstone Airport;44.68840027;-111.1179962
7073;KALS;ALS;San Luis Valley Regional Bergman Field;37.434898;-105.866997
7074;KCNY;CNY;Canyonlands Field;38.75500107;-109.7549973
7075;KELY;ELY;Ely Airport Yelland Field;39.29970169;-114.8420029
7076;KVEL;VEL;Vernal Regional Airport;40.4408989;-109.5100021
7077;KSRR;RUI;Sierra Blanca Regional Airport;33.46279907;-105.5350037
7078;KSOW;SOW;Show Low Regional Airport;34.26549912;-110.0059967
7079;KMYL;MYL;McCall Municipal Airport;44.88970184;-116.1009979
7080;KSMN;SMN;Lemhi County Airport;45.12379837;-113.8809967
7081;KMMH;MMH;Mammoth Yosemite Airport;37.62409973;-118.8379974
7082;KFHR;FRD;Friday Harbor Airport;48.52199936;-123.0240021
7083;KORS;ESD;Orcas Island Airport;48.70819855;-122.9100037
7085;KAST;AST;Astoria Regional Airport;46.15800095;-123.8789978
7086;KONP;ONP;Newport Municipal Airport;44.580399;-124.057999
7087;PAEM;EMK;Emmonak Airport;62.78609848;-164.4909973
7088;PAUN;UNK;Unalakleet Airport;63.88840103;-160.798996
7089;PAKU;UUK;Ugnu-Kuparuk Airport;70.33080292;-149.5980072
7090;PAHX;SHX;Shageluk Airport;62.69229889;-159.5690002
7091;PACH;CHU;Chuathbaluk Airport;61.579102;-159.216003
7092;PAQT;NUI;Nuiqsut Airport;70.20999908;-151.0059967
7093;PAEE;EEK;Eek Airport;60.21367264;-162.0438843
7094;PFKA;KUK;Kasigluk Airport;60.87440109;-162.5240021
7095;PFKW;KWT;Kwethluk Airport;60.79029846;-161.4440002
7096;PAGG;KWK;Kwigillingok Airport;59.876499;-163.169005
7097;PADM;MLL;Marshall Don Hunter Sr Airport;61.86429977;-162.026001
7098;PARS;RSH;Russian Mission Airport;61.77888489;-161.319458
7101;PAJZ;KGK;Koliganek Airport;59.72660065;-157.2590027
7103;PAMB;KMO;Manokotak Airport;58.99020004;-159.0500031
7105;PACI;CIK;Chalkyitsik Airport;66.64499664;-143.7400055
7106;PAEG;EAA;Eagle Airport;64.77639771;-141.151001
7107;PAHU;HUS;Hughes Airport;66.04109955;-154.2630005
7108;PAHL;HSL;Huslia Airport;65.69789886;-156.3509979
7111;PANU;NUL;Nulato Airport;64.729301;-158.074005
7114;PAVE;VEE;Venetie Airport;67.00869751;-146.3659973
7115;PAWB;WBQ;Beaver Airport;66.36219788;-147.4069977
7116;PACE;CEM;Central Airport;65.57379913;-144.7830048
7117;PAGH;SHG;Shungnak Airport;66.88809967;-157.1620026
7120;KIYK;IYK;Inyokern Airport;35.65879822;-117.8300018
7121;KVIS;VIS;Visalia Municipal Airport;36.31869888;-119.3929977
7122;KMCE;MCE;Merced Regional Macready Field;37.28469849;-120.5139999
