id;ident;name;latitude_deg;longitude_deg
35352;AF-0001;Ajrestan Airport;33.48529816;67.14409637
35353;AF-0002;Dehdadi Airport;36.64609909;67.03230286
35354;AF-0003;Charikar Airport;35.14310074;69.31439972
35355;AF-0004;Dostmohammadkhan Kalay Airport;31.04500008;64.15419769
35359;AF04;Helmand Airport;30.33009911;61.89690018
35360;AF06;Khvej Ghar North Airport;37.07109833;69.49500275
35361;AF07;Khvej Ghar South Airport;37.06119919;69.48829651
35362;AF08;Kotubkhel Airport;34.19290161;69.13569641
35363;AF09;Nayak Airport;34.68709946;66.89320374
35364;AF10;Or?zg?n Airport;32.90299988;66.63089752
35365;AF11;Salerno Landing Zone Airport;33.36380005;69.95610046
35366;AF12;Sarhawdza Landing Zone Airport;33.15610123;68.81970215
35367;AF13;Sheber Too Landing Zone Airport;34.77890015;67.48670197
35368;AF14;Tapa Airport;32.74509811;62.59870148
301665;AFR;Afore Airstrip;-9.142222222;148.3908333
301649;AGAF;Afutara Aerodrome;-9.191388889;160.9486111
302290;AGAR;Ulawa Airport;-9.860543583;161.9795465
35172;AGAT;Uru Harbour Airport;-8.87333;161.011002
32570;AGBA;Barakoma Airport;-7.912779808;156.7059937
31524;AGEV;Geva Airport;-7.575829983;156.5970001
301650;AGG;Angoram Airport;-4.055833333;144.0738889
30634;AGGA;Gwaunaru'u Airport;-8.70257;160.682007
302047;AGGB;Bellona/Anua Airport;-11.30222222;159.7983333
302291;AGGC;Choiseul Bay Airport;-6.711944;156.396111
30678;AGGE;Ballalae Airport;-6.990745;155.886656
35167;AGGF;Fera/Maringe Airport;-8.1075;159.576996
3;AGGH;Honiara International Airport;-9.42800045;160.0549927
31885;AGGI;Babanakira Airport;-9.74750042;159.8390045
301837;AGGJ;Avu Avu Airport;-9.868333333;160.4105556
31686;AGGK;Ngorangora Airport;-10.44970036;161.897995
32275;AGGL;Santa Cruz/Graciosa Bay/Luova Airport;-10.72029972;165.7949982
4;AGGM;Munda Airport;-8.327969551;157.2630005
31563;AGGN;Nusatupe Airport;-8.097780228;156.8639984
31932;AGGO;Mono Airport;-7.416940212;155.5650024
32174;AGGP;Parasi Airport;-9.641670227;161.4250031
35171;AGGR;Rennell/Tingoa Airport;-11.53390026;160.0630035
30989;AGGS;Sege Airport;-8.578889847;157.8760071
308425;AGGT;Santa Ana Airport;-10.847994;162.454108
32238;AGGU;Marau Airport;-9.86166954;160.8249969
32564;AGGV;Suavanao Airport;-7.585559845;158.7310028
302292;AGGY;Yandina Airport;-9.092816;159.21841
40810;AGI;El Para?so Airport;8.128611;-73.584722
301651;AGK;Kagua Airport;-6.396388889;143.8536111
35169;AGKG;Kaghau Airport;-7.3305;157.585
310179;AGKU;Kukudu Airport;-8.0262;156.94783
308424;AGKW;Kwailabesi Airport;-8.360508;160.775127
301652;AGL;Wanigela Airport;-9.3375;149.1555556
310002;AGNA;Nana Airport;-10.6758;162.2049
32211;AGRC;Ringi Cove Airport;-8.126390457;157.1430054
35170;AGRM;Ramata Airport;-8.168060303;157.6430054
314491;AGY;Argyle Downs Airport;-16.514;128.9245
312371;AHJ;Hongyuan Airport;32.53154;102.35224
299324;AHY;Ambatolhy Airport;-20.01583333;45.535
46170;AIE;Aiome Airport;-5.145699978;144.7307003
301654;AIH;Aiambak Airport;-7.342777778;141.2675
299328;AIP;Ailinglaplap Airok Airport;7.279422;168.8257
16096;AK0;Jakes Bar Airport;61.21870041;-142.8899994
16097;AK00;Anchor River Airpark;59.79669952;-151.8630066
45282;AK01;Alaska Airpark;60.528983;-150.625133
16098;AK02;Bear Creek 1 Airport;65.53990173;-161.0619965
16100;AK04;Skelton Airport;61.937;-147.169006
45244;AK05;Breeden Airport;60.54105;-150.599217
16101;AK06;Denali Airport;63.64509964;-148.7980042
16102;AK07;Dog Fish Bay Airport;59.24100113;-151.8769989
16103;AK08;Thomas Strip;61.78990173;-150.1060028
16104;AK09;Wingsong Estates Airport;64.04959869;-145.5019989
16105;AK1;Butte Municipal Airport;61.53030014;-149.0180054
16164;AK10;AK-10 Airstrip;61.71721;-150.108992
16106;AK11;Point Mcintyre Airport;70.40170288;-148.6820068
16107;AK12;Flying Crown Airport;61.10660172;-149.8639984
16108;AK13;Chena Hot Springs Airport;65.05180359;-146.0469971
16109;AK14;Turinsky Airstrip;61.35129929;-150.0890045
16111;AK16;Sunset Strip;61.52339935;-149.7149963
16112;AK17;Glacierview Strip;59.7635994;-151.2230072
16113;AK18;Camp Point Airport;59.82849884;-153.0809937
16114;AK19;Carl's Landing Airport;62.1739006;-150.0639954
45283;AK20;CD-3 Airstrip;70.420622;-150.886667
16115;AK21;Nushagak Airport;59.13259888;-157.7769928
16116;AK22;Lakloey Air Park;64.82170105;-147.5220032
16118;AK24;Hilltop Airport;61.41820145;-149.4389954
16119;AK25;Piper Landing Airport;61.61750031;-149.6150055
16120;AK26;Solomon State Field;64.5605;-164.4457
16121;AK27;Valley Flying Crown Airport;61.64260101;-149.6239929
16122;AK28;Chena Marina Airport;64.81400299;-147.9190063
16123;AK29;Reids Landing Airport;61.61259842;-149.852005
45265;AK30;Strawberry Point Airport;60.391153;-146.097464
16124;AK31;Swift Creek Airport;61.41120148;-143.0010071
16125;AK33;Herendeen Bay Airport;55.80139923;-160.8990021
16128;AK36;Point Mac Airport;61.43600082;-150.121994
16131;AK39;South Gasline Airport;60.69720078;-150.1799927
16132;AK40;Nixon Fork Mine Airport;63.22919846;-154.7599945
16133;AK41;Greg'n Sage Airport;64.54389954;-146.8439941
16136;AK44;Talkeetna Village Strip;62.31890106;-150.1159973
16138;AK46;Abi Airport;61.62879944;-149.0429993
16139;AK47;Shawn Field;61.58570099;-149.5630035
16141;AK49;Taylor Airport;65.6792984;-164.798996
16143;AK50;Sky Ranch At Pioneer Peak Airport;61.55459976;-149.1439972
16144;AK51;Wilder/Natwick LLC Airport;60.19860077;-154.3249969
16145;AK52;Moen's Ranch Airport;64.88890076;-147.5359955
16147;AK54;Stro's Airport;61.65710068;-149.326004
16148;AK55;Moose Run Airstrip;60.48920059;-150.802002
16151;AK58;Fairview West Airport;61.54000092;-149.548996
16152;AK59;King Ranch Airport;61.79560089;-148.3549957
16153;AK60;Fort Jensen Airport;57.88510132;-157.0970001
16154;AK61;Stephan Lake Lodge Airport;62.69960022;-148.9069977
16156;AK63;Pat-Mar Strip;61.58860016;-149.1430054
16157;AK64;Taylor Mountain Airport;60.86780167;-157.3919983
16158;AK65;Green's Strip;61.59790039;-149.3509979
16159;AK66;Hunter Creek Airport;61.46310043;-148.8040009
16160;AK67;Skid Marks Airport;61.73860168;-150.072998
16161;AK68;Minuteman Strip;61.72029877;-150.0540009
16162;AK69;Long Lake Airport;61.72930145;-150.0980072
16165;AK71;Lonely Air Station;70.91069794;-153.2420044
16166;AK72;Jewell Airport;61.70470047;-150.6009979
16167;AK73;McGahan Industrial Airpark;60.72529984;-151.302002
16169;AK75;Candle 2 Airport;65.90769959;-161.9259949
16170;AK76;East Alsek River Airport;59.12609863;-138.4069977
16171;AK77;All West Airport;63.94139862;-145.4219971
45284;AK79;Jolly Field;61.59355;-149.5665
16173;AK80;American Creek Airport;65.1046;-151.176
16176;AK83;Gannon's Landing Airport;61.62730026;-149.6089935
16177;AK84;Scooter's Landing Strip;60.52939987;-150.8309937
45243;AK85;Birchwater Airport;61.482333;-149.763986
45254;AK86;Kramer Airport;61.573539;-149.91135
16179;AK88;Eagle Nest Airport;61.60469818;-149.0399933
16180;AK89;Black Spruce Airport;61.6570015;-149.8370056
16181;AK90;Shirley Lake Airport;61.74470139;-150.1150055
16183;AK92;Martin Airport;61.63800049;-149.029007
16184;AK93;Grouse Ridge Airport;61.65520096;-149.272995
16186;AK95;Twin Lake Airport;61.56980133;-149.779007
16187;AK96;Bartletts Airport;58.21620178;-157.352005
16188;AK97;Boswell Bay Airport;60.42309952;-146.1459961
16189;AK98;Buck Creek Airport;65.63870239;-167.4859924
45249;AK99;Grand Home Airport;61.446667;-149.761111
301754;AKM;Zakuoma Airport;10.89027778;19.81722222
330713;AL-0004;???????{+91-9680118734} GiRLFRieNd BoyFRieNd LoVe SpeLL MaNTRa In surat,uk,uae;0;0
330761;AL-0006;??????{+91-9680118734} LoVe aSTRoLoGeR uRGeNT FiLL VaSHiKaRaN SpeLL BaBa ji In KeraLa,EngLand;0;0
330762;AL-0007;??????{+91-9680118734} LoVe MaRRiaGe VaSHiKaRaN SpeLL caSTeR BaBa ji In KeraLa,EngLand;0;0
330764;AL-0008;??????{+91-9680118734} paRTNeR iS NoT aGReed FoR LoVe MaRRiaGe In KeraLa,EngLand;0;0
330765;AL-0009;??????{+91-9680118734} SoLVe pRopeRTy pRoBLeM By aSTRoLoGeR In KeraLa,EngLand;0;0
330766;AL-0010;??????{+91-9680118734} aSTRoLoGy FoR cHiLdLeSSNeSS SoLuToN In KeraLa,EngLand;0;0
16193;AL00;Charlie Wilkes Airport;33.74440002;-87.78639984
16194;AL01;Bedsole Farm Airport;31.55850029;-87.53330231
45241;AL03;Strickland/Smalley Field;35.853889;-87.723889
16197;AL05;Sehoy Airport;32.2201004;-85.46800232
16200;AL08;Perdido Winds Airpark;30.42440033;-87.53530121
16201;AL09;Cloudmont Airpark;34.53340149;-85.59020233
16202;AL10;Frerichs Airport;34.65119934;-86.41690063
16204;AL12;Kershaw Airport;32.35850143;-86.125
16207;AL15;Styron Airport;30.40299988;-87.72419739
16208;AL16;Turkey Creek Airport;33.72679901;-86.72360229
16209;AL17;Lazy Eight Airpark Llc Airport;33.23400116;-86.51300049
16210;AL18;Parker Field;33.67620087;-86.86750031
16217;AL25;Spratling Field;32.24240112;-85.60109711
16219;AL27;Headquarters Airport;34.10570145;-85.56580353
16221;AL29;New Horizon Airport;34.12929916;-86.63330078
16224;AL32;Flying M Ranch Airport;34.32260132;-85.64369965
16225;AL33;Sturdy Oak Farm Airport;31.02519989;-87.58580017
16226;AL34;Elam's Landing Airport;34.446999;-87.386101
16227;AL35;Mc Ginnis Airport;30.6196003;-87.70439911
16229;AL37;Benedick Airport;31.555028;-85.977278
16232;AL40;Bonham Airport;33.54320145;-86.9858017
16233;AL41;Freedom Field;31.11599922;-85.62550354
16235;AL43;Henley Ranch Airport;32.90850067;-88.33339691
16243;AL51;Flying C's Plantation Airport;32.41609955;-85.29920197
16246;AL54;Bird Nest Airport;33.86330032;-87.84529877
16247;AL55;Shields Airport;30.44190025;-87.46389771
16250;AL60;Dugger's Field;33.83869934;-86.21140289
16252;AL62;Striplin Airfield;31.08300018;-85.6835022
16258;AL69;Vaughn Private Airport;30.50849915;-87.49160004
16260;AL71;Willow Point Airport;32.80369949;-85.98049927
16262;AL73;Sharpe Field;32.4919014;-85.77559662
16263;AL74;Grimes Field;30.76440048;-88.30580139
16265;AL76;Mayfield (Private) Airport;32.84870148;-86.87000275
16266;AL77;Smart Road Airport;31.74060059;-86.00700378
16267;AL78;Klumpp Airport;30.52689934;-87.85420227
16268;AL79;Bartlett Ranch Airport;32.26959991;-86.09880066
16270;AL81;Wallace Field;30.55019951;-87.58329773
16273;AL84;Pecan Ponds Farm Airport;30.55850029;-87.60410309
16277;AL88;Ban Farm Airport;30.4265995;-87.47080231
16278;AL89;Sommerset Strip;32.71870041;-85.36689758
16281;AL92;Hawk Field;33.30730057;-86.4036026
16282;AL93;Big Sky Airport;34.88560104;-86.70999908
16283;AL94;Evans Field;30.81270027;-88.37719727
16286;AL97;Williamson Farm Airport;30.6446991;-87.66940308
44847;AM-0002;Shinuyar Airport;39.45098877;46.34724045
44931;AM-0003;Hoktember Highway Strip;40.08097748;43.88226986
44944;AM-0004;Berd Airport;40.92540561;45.46140432
45229;AMC;Mar de Cort?s International Airport;31.351987;-113.305177
301755;AME;Alto Molocue Airport;-15.61027778;37.68138889
301676;AMF;Ama Airport;-4.101111111;141.67
301689;AMU;Amanab Airport;-3.586;141.2143333
301758;AMY;Ambatomainty Airport;-17.68666667;45.62388889
16290;AN01;Av Ranch Airport;32.81669998;-110.3170013
5504;ANG;Angaur Airstrip;6.906829357;134.1453857
8;ANYN;Nauru International Airport;-0.547458;166.919006
312361;ANZ;Angus Downs Airport;-25.0325;132.2748
35325;AO-0001;Saurimo North Airport;-9.433429718;20.3118
43968;AO-0002;Nankova Airport;-16.39636993;18.97876358
43969;AO-0003;Rito Airport;-16.68939209;19.08376694
43970;AO-0004;Coemba Airport;-12.14370441;18.08536339
43971;AO-0005;Andulo Airport;-11.47229958;16.71089935
312663;AO-0006;Caluquembe;-13.775546;14.694916
318389;AO-0007;Cuvelai Airport;-15.668575;15.805654
318398;AO-0008;Cuangar Airport;-17.597122;18.63437
318403;AO-0011;Mucusso Airport;-18.020826;21.437053
318476;AO-0012;Jamba Airport;-17.454765;22.607245
318480;AO-0016;Mavinga Airport;-15.789222;20.368971
318481;AO-0017;Ninda Airport;-14.80893;21.376961
318484;AO-0019;Lucusse Airport;-12.521974;20.805726
318485;AO-0020;Cassamba Airport;-13.139351;20.300824
318486;AO-0021;Calunda Airport;-12.126335;23.478615
318487;AO-0022;L?vua Airport;-11.556065;23.553667
318488;AO-0023;Luacano Airport;-11.209962;21.648705
318489;AO-0024;Lumeje Airport;-11.564598;20.785903
318490;AO-0025;Chipato Airport;-10.701382;22.160291
318522;AO-0027;Camacupa Airport;-12.021878;17.453693
318523;AO-0028;Luando Airport;-11.62444;18.46969
318524;AO-0029;Quirima Airport;-10.902645;18.060368
318525;AO-0030;Dala Airport;-11.040653;20.208268
318527;AO-0032;Longa Airport;-14.610741;18.487945
318528;AO-0033;Cuchi Airport;-14.64987;16.885391
318529;AO-0034;Mutumbo Airport;-13.179982;17.394938
318530;AO-0035;Miguel Airport;-15.704318;17.452439
318533;AO-0037;Calai Airport;-17.878868;19.782762
318536;AO-0038;Chitado Airport;-17.320733;13.923845
318863;AO-0039;Alto Dondo Airport;-9.675516;14.464999
318864;AO-0040;Mussende Airport;-10.520306;15.99677
318865;AO-0041;Capenda Camulemba Airport;-9.415833;18.434794
318866;AO-0042;Xassengue Airport;-10.461305;18.535527
318867;AO-0043;Balombo Airport;-12.357134;14.77923
318868;AO-0044;Cuima Airport;-13.458467;15.833762
319259;AO-0045;Cubati Airport;-15.333917;16.851872
319260;AO-0046;Capelongo Airport;-14.457297;16.296202
319262;AO-0047;Chitembo Airport;-13.509385;16.74928
319263;AO-0048;Cuito Cuanavale South Airport;-15.711983;18.651003
324541;AO-0049;Mussuma Airport;-14.204202;21.909971
325464;AO-0050;Mumbu? Airport;-13.900039;17.300036
325465;AO-0051;Cubango River Airport;-13.333366;16.414531
325466;AO-0052;Chinhama Airport;-13.105437;16.42432
30840;AO-CNZ;Cangamba Airport;-13.7106;19.861099
43323;AO-DRC;Dirico Airport;-17.98192406;20.76806068
43325;AO-GGC;Lumbala Airport;-12.63987732;22.5868206
43324;AO-JMB;Jamba Airport;-14.6981926;16.07014847
43322;AO-KNP;Capanda Airport;-9.769370079;15.4553194
43326;AO-NDF;Ndalatandos Airport;-9.275188446;14.97724247
301705;AOB;Annanberg Airport;-4.904166667;144.6358333
312362;AOD;Abou-De?a Airport;11.4773;19.2874
301727;APP;Asapa Airport;-8.979166667;148.1036111
301706;APR;April River Airport;-4.676666667;142.5401389
39579;AQ-0001;Novolazarevskaya Station;-70.84609985;11.84720039
42221;AQ-0002;Troll Airfield;-71.95559;2.455581
16294;AQY;Girdwood Airport;60.966099;-149.126007
35333;AR-0001;Cullen Airport;-52.88510132;-68.41220093
35334;AR-0002;Los Cerros Airport;-54.34410095;-67.832901
35335;AR-0003;Rio Bellavista Airport;-53.98270035;-68.52359772
35398;AR-0004;Merlo Airport;-32.35820007;-65.01740265
35399;AR-0005;Bragado Airport;-35.144;-60.4803
35401;AR-0007;Caleta Olivia Airport;-46.43180084;-67.51860046
42798;AR-0008;Aeroclub Chaco Airport;-27.6311;-59.1797
35403;AR-0009;Charata Airport;-27.2164;-61.2103
35404;AR-0010;General Villegas Airport;-35;-63
35405;AR-0011;Los Menucos Airport;-40.817699;-68.074699
42799;AR-0012;Aerofumigaciones Don Alejandro Airport;-33.3053;-60.6539
42800;AR-0013;Agro Servicio Yoris Airport;-26.583055;-64.529724
42801;AR-0014;Agroaire Airport;-27.4978;-61.6586
35412;AR-0017;Valcheta Airport;-40.70000076;-66.15000153
35413;AR-0018;Villa Mercedes Airport;-33.640858;-65.420074
38694;AR-0019;13 De Diciembre Airport;-45.9033;-67.5564
38696;AR-0021;Acindar Airport;-33.2647;-60.2842
38697;AR-0022;Aeroboero Airport;-30.7286;-62.0078
38698;AR-0023;Bahia Blanca Aeroclub Airport;-38.6722;-62.3522
38699;AR-0024;Balcarce Aeroclub Airport;-37.9156;-58.3442
38700;AR-0025;Cipoletti Aeroclub Airport;-38.89310074;-67.98860168
38701;AR-0026;Olavarria Aeroclub Airport;-36.96440125;-60.2757988
38702;AR-0027;Rauch Airport;-36.7717;-59.0575
38703;AR-0028;Tandil Aeroclub Airport;-37.2655983;-59.09329987
38704;AR-0029;Aerotec Airport;-33.20694351;-68.49222565
38705;AR-0030;Alagro Fumigaciones Airport;-32.8878;-60.8436
38706;AR-0031;San Andres De Giles Airport;-34.4703;-59.4247
38707;AR-0032;Alejandro Roca Airport;-33.34889984;-63.72999954
38708;AR-0033;Alfredo Sanchez Airport;-34.8011;-61.865
38709;AR-0034;Algarrobo/La Reforma Airport;-38.7306;-63.2869
38710;AR-0035;Allen Airport;-38.95809937;-67.8035965
38711;AR-0036;Alta Gracia Airport;-31.65139961;-64.39389801
38712;AR-0037;Alumine Airport;-38.95029831;-71.04920197
38713;AR-0038;Alvear Aeroparque Airport;-33.0467;-60.5969
38714;AR-0039;Alvear Airport;-29.064722;-56.541111
38715;AR-0040;Ameghino Airport;-34.8458;-62.4817
38716;AR-0041;America Airport;-35.5017;-62.99
38717;AR-0042;A?atuya Airport;-28.47970009;-62.84579849
38718;AR-0043;Andacollo Airport;-37.20333481;-70.6966629
38719;AR-0044;Anibal Brizi Airport;-31.4042;-60.8992
38722;AR-0047;Arrecifes Aeroclub Airport;-34.0833;-60.0333
38723;AR-0048;Arribe?os Airport;-34.2228;-61.3858
38724;AR-0049;Arroyito/Arcor Airport;-31.42219925;-63.00419998
38727;AR-0052;Presidente Avellaneda Airport;-29.1061;-59.6569
38728;AR-0053;Ayacucho Airport;-37.1639;-58.4719
38731;AR-0056;B&B Servicios Agropecuarios Airport;-32.1147;-61.6328
38733;AR-0058;Baradero Airport;-33.8217;-59.4925
38734;AR-0059;Barrancas Airport;-36.77560043;-69.85939789
38735;AR-0060;Basavilbaso Airport;-32.3611;-58.8808
38736;AR-0061;Batan Airport;-38.0117;-57.6775
38737;AR-0062;Bel?n De Escobar Airport;-34.2986;-58.7989
38738;AR-0063;Bellamar Airport;-38.3858;-58.1336
38740;AR-0065;Blondi Airport;-34.61333466;-61.02305603
38741;AR-0066;Gran Ancona Airport;-33.4383;-61.3017
38742;AR-0067;Bonetti Airport;-27.60416603;-55.86388779
38743;AR-0068;Pablo Sierra Aeroaplicaciones Airport;-30.9294;-62.0506
38745;AR-0070;Caba?as Airport;-32.9775;-58.5222
38746;AR-0071;Cabildo Airport;-38.49860001;-61.88439941
38749;AR-0074;Caleufu Airport;-40.39390182;-70.96330261
38751;AR-0076;Canals Airport;-33.5622;-62.8692
38752;AR-0077;Ca?ada De Gomez Airport;-32.8086;-61.365
38753;AR-0078;Ca?ada Rosquin Airport;-32.0994;-61.5839
38754;AR-0079;Ca?uelas Airport;-35.1119;-58.7261
38755;AR-0080;Capitan Sarmiento Airport;-34.1639;-59.7311
38756;AR-0081;Vedia Aeroclub;-34.4817;-61.4903
38757;AR-0082;Carhue Airport;-37.1942;-62.7814
38758;AR-0083;Carlos Casares Airport;-35.6328;-61.3842
38759;AR-0084;Las Ensenadas Airport;-31.45529938;-64.52639771
38760;AR-0085;Carlos Tejedor Airport;-35.4256;-62.4697
38761;AR-0086;Carmen De Areco Airport;-34.4175;-59.8719
38763;AR-0088;Casilda Airport;-33.0617;-61.21
38764;AR-0089;Castelli Airport;-36.11000061;-57.86194611
38765;AR-0090;Castelli Airport;-25.93083382;-60.62805557
38769;AR-0094;Cereales Anahi Ruca Airport;-35.67361069;-63.71805573
38771;AR-0096;Chacabuco Airport;-34.6069;-60.4097
38772;AR-0097;Chacharramendi Airport;-37.34059906;-65.646698
38773;AR-0098;Chajari Airport;-30.7542;-58
38774;AR-0099;Cha?ar Ladeado Airport;-33.3333;-62.0333
38775;AR-0100;Chascomus Airport;-35.5428;-58.0519
38776;AR-0101;Chivilcoy Airport;-34.9639;-60.0333
38777;AR-0102;Cholila Airport;-42.484722;-71.460556
38778;AR-0103;Cinco Saltos Airport;-38.80166626;-68.03722382
38782;AR-0107;Colon Airport;-33.9231;-61.0461
38783;AR-0108;Colon Airport;-32.2614;-58.1556
38785;AR-0110;Concepcion Del Uruguay Airport;-32.4519;-58.3058
38786;AR-0111;Concordia Aeroclub Airport;-31.3042;-58.0153
38787;AR-0112;Confluencia Airport;-36.77140045;-69.53859711
38788;AR-0113;Coronel Dorrego Airport;-38.7411;-61.2561
38789;AR-0114;Coronel Pringles Airport;-38.00666809;-61.33194351
38790;AR-0115;Coronel Vidal Airport;-37.4689;-57.7669
38791;AR-0116;Corral De Bustos Airport;-33.2811;-62.1514
38792;AR-0117;Santa Mar?a Airport;-31.28610039;-64.45529938
38793;AR-0118;Cruz Alta Airport;-33.0078;-61.8369
38794;AR-0119;Curuzu Cuatia Aeroclub Airport;-29.7789;-58.0958
38796;AR-0121;Fumigaciones Airport;-36.5914;-61.7753
38797;AR-0122;Darregueira Airport;-37.71279907;-63.16189957
38799;AR-0124;Dean Funes Airport;-30.37919998;-64.37969971
38800;AR-0125;Diamante Airport;-32.0161;-60.5825
42802;AR-0127;Agrocelta Servicios Aereos Airport;-33.8867;-60.8628
38803;AR-0128;Saavedra Airport;-37.750242;-62.33425
38805;AR-0130;Eduardo Castex Airport;-35.8805542;-64.27388763
38806;AR-0131;El Alamito Airport;-37.27361298;-70.38972473
38807;AR-0132;Establecimiento El Araza Airport;-36.7756;-57.6414
38809;AR-0134;El Corcovado Airport;-43.53359985;-71.48470306
38810;AR-0135;El Gaucho Airport;-32.6294;-61.5444
38812;AR-0137;El Pajaro Airport;-34.8237;-58.3169
38813;AR-0138;El Pampero Airport;-36.59280014;-64.18669891
38814;AR-0139;El Trebol Airport;-32.2153;-61.7161
38815;AR-0140;Elizalde Airport;-34.9747;-57.9614
38816;AR-0141;Esperanza Airport;-31.4736;-60.8447
38817;AR-0142;Esquina Airport;-30.0489;-59.5353
38818;AR-0143;Estancia Don Roberto Airport;-34.00139999;-65.36689758
38822;AR-0147;Estancia La Choza Airport;-30.5389;-58.2928
38823;AR-0148;Estancia La Laurita Airport;-44.7761116;-70.19638824
38824;AR-0149;Estancia Llamuco Airport;-38.79944611;-70.4347229
38825;AR-0150;Estancia Los Cardos Airport;-37.7356;-58.0342
38826;AR-0151;Estancia Nueva Lubecka Airport;-44.44194412;-70.4422226
38828;AR-0153;Estancia San Juan Airport;-29.6028;-58.0281
38829;AR-0154;Estancia San Ram?n Airport;-50.303495;-69.926057
38832;AR-0157;Estindher Airport;-33.0931015;-64.42919922
38833;AR-0158;Ezpeleta Airport;-34.7464;-58.2033
38835;AR-0160;Firmat Aeroclub Airport;-33.4289;-61.5108
38836;AR-0161;Formosa Aeroclub Airport;-26.3014;-58.2983
38837;AR-0162;Fort?n De Gainza Airport;-34.5494;-63.1225
38839;AR-0164;Fumigaciones Stadler Airport;-32.5786;-60.9119
38840;AR-0165;Galvez Airport;-32.0322;-61.1758
38841;AR-0166;General Alvear Aeroclub Airport;-34.97309875;-67.72360229
38842;AR-0167;General Belgrano Airport;-35.7519;-58.4633
38843;AR-0168;General Deheza Airport;-32.74530029;-63.79579926
38844;AR-0169;General La Madrid Airport;-37.22719955;-61.27920151
38845;AR-0170;General Las Heras;-34.9206;-58.9164
38846;AR-0171;General Levalle Airport;-34.00388718;-63.93083191
38847;AR-0172;General Madariaga Airport;-37.0392;-57.1372
38848;AR-0173;General P?nedo Airport;-27.3394;-61.2744
38849;AR-0174;General Pinto Airport;-34.7861;-61.9142
38851;AR-0176;Los Toldos Airport;-34.9744;-61.0206
38852;AR-0177;Gobernador Crespo Aeroclub Airport;-30.3878;-60.3656
38853;AR-0178;Gobernador Santill?n Airport;-27.90139961;-64.24970245
38854;AR-0179;Gomez Airport;-35.0956;-58.0853
38855;AR-0180;Gonzalez Chaves Airport;-38.02939987;-60.13610077
38856;AR-0181;Goya Aeroclub;-29.1678;-59.2464
38857;AR-0182;Guadalupe Airport;-31.584;-60.668
38858;AR-0183;Gualeguay Airport;-33.10361099;-59.37472153
38859;AR-0184;Agro Aereo Gualeguay Airport;-33.0386;-59.4383
38868;AR-0193;Henderson Airport;-36.31470108;-61.74779892
38873;AR-0198;Huanguelen Airport;-37.03305435;-61.93416595
38874;AR-0199;Huinca Renanco Airport;-34.82030106;-64.37310028
38875;AR-0200;Ingeniero Luiggi Airport;-35.35499954;-64.47583008
42803;AR-0201;Agroservicio Do?a Teresa Airport;-28.8494;-62.2625
38877;AR-0202;Establecimiento La Susana;-34.909168;-59.348888
38878;AR-0203;Intendente Alvear Airport;-35.2592;-63.5328
38879;AR-0204;Intendente Alvear;-35.2494;-63.5342
45160;AR-0205;Fumigaciones Herbinsec Airport;-35.138611;-62.705278
38882;AR-0207;Don Hector Biondi Airport;-33.2464;-62.4167
38883;AR-0208;Italaviation Airport;-29.1608;-59.1814
38884;AR-0209;Jacinto Arauz Airport;-38.06610107;-63.42829895
38885;AR-0210;Jardin De Am?rica Airport;-27.03249931;-55.19805527
38886;AR-0211;Jes?s Maria Airport;-30.98810005;-64.07689667
38887;AR-0212;Agropecuaria Rio Juramento Airport;-25.18670082;-64.08280182
38888;AR-0213;Tres Lomas Airport;-36.4439;-62.8792
38889;AR-0214;Juan Carlos Bagur Airport;-32.4186;-59.8158
38891;AR-0216;Juarez Celman Airport;-31.21138954;-64.16139221
38892;AR-0217;La Angelita Airport;-30.8522;-58.7067
38893;AR-0218;Trenque Lauquen Airport;-36.0158;-62.6939
38894;AR-0219;La Caida Airport;-34.8625;-58.3447
38897;AR-0222;La Consulta Airport;-33.73083496;-69.17388916
38899;AR-0224;La Laja Airport;-31.35138893;-68.47305298
38900;AR-0225;Quebracho Herrado Airport;-34.1553;-59.8739
38902;AR-0227;La Mezquita Airport;-31.40080071;-64.3003006
38904;AR-0229;La Nueva Airport;-34.9464;-61.3042
38905;AR-0230;La Paz Aeroclub Airport;-30.7442;-59.5683
38906;AR-0231;La Pelada Airport;-30.9556;-60.8858
38907;AR-0232;La Siesta Airport;-33.6939;-62.0625
38909;AR-0234;Laborde Airport;-33.1567;-62.8906
38910;AR-0235;Lago Buenos Aires Airport;-46.57640076;-70.94860077
38912;AR-0237;Lago La Esperanza Airport;-42.217499;-71.805003
38913;AR-0238;Lago Nahuel Huapi Airport;-41.09719849;-71.17780304
38914;AR-0239;Laguna Aeroclub Airport;-34.40888977;-59.45833206
38915;AR-0240;Laguna De Gomez Airport;-34.6539;-61.01
38916;AR-0241;Laprida Airport;-37.51890183;-60.77690125
38919;AR-0244;Las Cortaderas Airport;-38.3547;-58.1089
38920;AR-0245;Las Marias Airport;-28.1;-56.05
38921;AR-0246;Las Ovejas Airport;-36.999699;-70.741897
38922;AR-0247;Las Rosas Airport;-32.4922;-61.5806
38923;AR-0248;Las Varillas Airport;-31.8914;-62.7047
38924;AR-0249;Lanzillota Airport;-32.72140121;-68.63420105
38926;AR-0251;Leones Airport;-32.6368;-62.3148
38927;AR-0252;Luj?n Airport;-34.5514;-59.0783
38928;AR-0253;Lincoln Airport;-34.8911;-61.5306
